"district","tm","y","m","pop","pop_low","pop_upp","pop_u5","pop_u5_low","pop_u5_upp","pop_u5_alt","prop_idp","dep_rate","arr_rate"
"Borama","30",2015,6,656942,305270,1563745,138531,62931,336675,134673,0.000149000068649407,0,0
"Bossaso","30",2015,6,384743,112988,614338,95498,27774,154230,78872,0.104034452659164,0,0
"Bu'aale","30",2015,6,96355,80128,111686,23421,18965,28065,19753,0.110102886053363,0,0
"Bulo Burto","30",2015,6,158069,96571,233406,38410,22961,58140,32404,0.0695645357205289,0,0
"Burco","30",2015,6,440203,316545,499573,99574,70699,114426,90242,0.0559558103188322,0,0
"Burtinle","30",2015,6,79461,49941,136102,20310,12478,35382,16289,0,0,0
"Buuhoodle","30",2015,6,66761,51775,85822,15810,11541,21607,13686,0,0,0
"Buur Hakaba","30",2015,6,156549,66256,202084,42954,18289,56895,32092,0.0596822980347514,0,0
"Cabudwaaq","30",2015,6,94368,46615,126117,18593,9075,25735,19345,0.119337419432589,0,0
"Cadaado","30",2015,6,90581,40211,132799,20724,9167,31263,18569,0.208346917272763,0,0
"Cadale","30",2015,6,72142,51674,89049,17531,12268,22327,14789,0.0387758240826049,0,0
"Caluula","30",2015,6,49550,45357,54285,10954,9699,12359,10158,0,0,0
"Caynabo","30",2015,6,73165,60544,109613,17348,13515,26808,14999,0.0236892196889067,0,0
"Ceel Afweyn","30",2015,6,89232,33917,123273,19889,7431,28210,18293,0,0,0
"Ceel Barde","30",2015,6,55516,41377,69359,12523,9113,15830,11381,0.0507292091074754,0,0
"Ceel Buur","30",2015,6,102123,67831,144995,24266,15598,35795,20935,0.326394159903985,0,0
"Ceel Dheer","30",2015,6,103691,84281,115419,25188,20070,28853,21257,0.163005582344844,0,0
"Ceel Waaq","30",2015,6,49120,30465,66761,11939,7219,16616,10070,0.216654887751912,0,0
"Ceerigaabo","30",2015,6,212364,81093,305067,43906,16552,64231,43535,0.00394276874032858,0,0
"Dhuusamarreeb","30",2015,6,130509,77420,158646,28720,16986,35264,26754,0.245137369990036,0,0
"Diinsoor","30",2015,6,143474,109992,179267,41517,30957,52811,29412,0.0190316642331603,0,0
"Doolow","30",2015,6,51464,28653,103997,12061,6614,24533,10550,0.188568335945304,0,0
"Eyl","30",2015,6,80063,47223,128416,21760,12550,35593,16413,0,0,0
"Gaalkacyo","30",2015,6,382294,223987,648793,103142,59734,176381,78370,0.119019106376735,0,0
"Galdogob","30",2015,6,157838,50122,436206,40260,12178,115693,32357,0.000244922697814297,0,0
"Garbahaarey","30",2015,6,116899,78859,180041,28411,18630,44538,23964,0.116954613529404,0,0
"Garoowe","30",2015,6,192639,88203,252815,60382,27311,80204,39491,0.0384842732284628,0,0
"Gebiley","30",2015,6,133951,109563,155947,27538,22047,32525,27460,0,0,0
"Hargeysa","30",2015,6,1025580,834941,1370420,203093,163219,273585,210244,0.045843064485547,0,0
"Hobyo","30",2015,6,101352,27176,155712,23610,6286,36949,20777,0.101363931298041,0,0
"Iskushuban","30",2015,6,72841,59862,102740,19272,15492,27678,14932,0,0,0
"Jalalaqsi","30",2015,6,92777,41739,150836,22528,9873,37703,19019,0.0620252828800741,0,0
"Jamaame","30",2015,6,150758,100337,187327,36623,23637,46739,30905,0.0714901445263558,0,0
"Jariiban","30",2015,6,92378,54950,124200,23961,13952,32719,18937,0.00109499622265632,0,0
"Jilib","30",2015,6,157679,129164,179152,38296,30503,45086,32324,0.0457587196076451,0,0
"Jowhar","30",2015,6,297625,183535,397192,71780,40094,104218,61013,0.147237300420976,0,0
"Kismaayo","30",2015,6,175615,133226,233333,39762,29977,53551,36001,0.0600644405529173,0,0
"Kurtunwaarey","30",2015,6,209085,100742,293763,50841,23778,72046,42862,0.00567750629732536,0,0
"Laas Caanood","30",2015,6,157166,108028,261355,39368,26813,66583,32219,0.0218579419811176,0,0
"Laasqoray","30",2015,6,200373,52822,380863,44709,11476,87661,41076,0.000415639290479098,0,0
"Lughaye","30",2015,6,72139,48731,103317,15755,10378,23266,14788,0.0779541945414542,0,0
"Luuq","30",2015,6,88418,71408,101344,23070,18258,26894,18126,0.235080772155045,0,0
"Marka","30",2015,6,353150,203215,607433,85813,47853,148846,72396,0.187088055062337,0,0
"Owdweyne","30",2015,6,90119,58536,131401,17357,10856,25930,18474,0,0,0
"Qandala","30",2015,6,135480,50471,458482,34156,12360,119078,27773,0,0,0
"Qansax Dheere","30",2015,6,117289,61569,164918,35787,18729,52106,24044,0.0387993752483478,0,0
"Qardho","30",2015,6,161488,87709,261756,42543,22702,69926,33105,0.124382902976882,0,0
"Qoryooley","30",2015,6,269680,208528,316142,65501,49425,78080,55284,0.0372422283328638,0,0
"Rab Dhuure","30",2015,6,56603,38585,84432,13737,9093,20780,11604,0,0,0
"Saakow","30",2015,6,107605,81076,143449,26181,19113,35295,22059,0.088474140683932,0,0
"Sablaale","30",2015,6,58507,24028,84034,14198,5661,20615,11994,0.0319727049920294,0,0
"Sheikh","30",2015,6,78095,54733,104856,15235,10027,21599,16010,0,0,0
"Taleex","30",2015,6,77952,36632,143359,17497,7636,33930,15980,0,0,0
"Tayeeglow","30",2015,6,93968,75500,111592,22837,17842,27920,19264,0.0977218374170915,0,0
"Waajid","30",2015,6,91820,79229,100447,34152,29017,37707,18823,0.102422216667847,0,0
"Wanla Weyn","30",2015,6,208885,115836,300249,61679,33021,90937,42821,0.126419837574635,0,0
"Xarardheere","30",2015,6,82785,51798,153793,20098,12333,38057,16971,0.245755681311538,0,0
"Xudun","30",2015,6,65061,31148,155466,17141,7832,42303,13338,0,0,0
"Xudur","30",2015,6,122134,111600,131017,38032,34143,41158,25037,0.0440710782370645,0,0
"Zeylac","30",2015,6,63736,48827,78858,13870,10313,17701,13066,0.000900101027477335,0,0
"Adan Yabaal","31",2015,7,77360,38780,123754,18770,9166,30686,15859,0,0,0
"Afgooye","31",2015,7,389966,245476,571764,88079,50526,138635,79943,0.10382467583662,0,0
"Afmadow","31",2015,7,159584,64161,262213,38806,15311,65157,32715,0.0753630774728286,0,0
"Baardheere","31",2015,7,157908,124064,182076,40827,31707,47896,32371,0.10147298430975,0,0
"Badhaadhe","31",2015,7,72430,52541,107549,17604,12489,26929,14848,0.0106713142204001,0,0
"Baki","31",2015,7,67623,37272,99448,14598,7792,22186,13863,0,0,0
"Balcad","31",2015,7,193411,146560,218008,45675,33118,55115,39649,0.104679049833855,0,0
"Banadir","31",2015,7,1715559,1445327,2005564,412646,343609,485168,351690,0.222206723383224,0,0
"Bandarbeyla","31",2015,7,29277,15890,49058,7677,4063,13140,6002,0,0,0
"Baraawe","31",2015,7,85240,73711,111343,20710,17483,27694,17474,0.184139594502094,0,0
"Baydhaba","31",2015,7,395956,327494,494850,113068,92411,142862,81171,0.0649367787294224,0,0
"Belet Weyne","31",2015,7,259515,241436,286151,66073,60562,73453,53201,0.137787371833621,0,0
"Belet Xaawo","31",2015,7,84887,76890,90134,18461,16291,20042,17402,0.151110975605311,0,0
"Berbera","31",2015,7,152054,105473,180664,31324,21333,37968,31171,0.00334888967587244,0,0
"Borama","31",2015,7,658015,305769,1566299,138758,63034,337225,134893,0.000149687986107625,0,0
"Bossaso","31",2015,7,385813,113499,615668,95764,27900,154564,79092,0.103875746327321,0,0
"Bu'aale","31",2015,7,96512,80258,111869,23459,18996,28111,19785,0.11010117018206,0,0
"Bulo Burto","31",2015,7,158327,96729,233788,38473,22999,58235,32457,0.069564675280043,0,0
"Burco","31",2015,7,440922,317062,500389,99736,70814,114613,90389,0.0559555927153965,0,0
"Burtinle","31",2015,7,79591,50023,136324,20343,12498,35440,16316,0,0,0
"Buuhoodle","31",2015,7,66870,51860,85962,15835,11560,21642,13708,0,0,0
"Buur Hakaba","31",2015,7,156805,66364,202415,43025,18319,56988,32145,0.0596831374777193,0,0
"Cabudwaaq","31",2015,7,94522,46691,126323,18623,9090,25777,19377,0.119334919926729,0,0
"Cadaado","31",2015,7,90729,40276,133016,20758,9182,31314,18599,0.208348255950417,0,0
"Cadale","31",2015,7,72260,51758,89194,17559,12288,22363,14813,0.0387767784449045,0,0
"Caluula","31",2015,7,49631,45431,54373,10972,9714,12379,10174,0,0,0
"Caynabo","31",2015,7,73285,60643,109792,17376,13537,26852,15023,0.0236907496112503,0,0
"Ceel Afweyn","31",2015,7,89378,33972,123474,19922,7443,28256,18323,0,0,0
"Ceel Barde","31",2015,7,55606,41444,69472,12543,9127,15856,11399,0.0507267252636013,0,0
"Ceel Buur","31",2015,7,102290,67942,145231,24306,15624,35853,20969,0.326392581471192,0,0
"Ceel Dheer","31",2015,7,103861,84419,115608,25229,20103,28901,21291,0.163006068391337,0,0
"Ceel Waaq","31",2015,7,49200,30515,66871,11958,7230,16643,10086,0.216658115479545,0,0
"Ceerigaabo","31",2015,7,212710,81225,305565,43978,16579,64335,43606,0.00394234041961916,0,0
"Dhuusamarreeb","31",2015,7,130722,77547,158905,28766,17013,35322,26798,0.245137201158851,0,0
"Diinsoor","31",2015,7,143708,110172,179559,41585,31007,52897,29460,0.0190337191803802,0,0
"Doolow","31",2015,7,51549,28700,104167,12081,6625,24573,10567,0.188569257704825,0,0
"Eyl","31",2015,7,80193,47300,128625,21796,12571,35651,16440,0,0,0
"Gaalkacyo","31",2015,7,382919,224353,649853,103311,59831,176669,78498,0.11901884466536,0,0
"Galdogob","31",2015,7,158096,50204,436918,40325,12198,115882,32410,0.000244819773629594,0,0
"Garbahaarey","31",2015,7,117090,78987,180335,28458,18660,44611,24003,0.116952294254792,0,0
"Garoowe","31",2015,7,192954,88347,253228,60481,27355,80335,39556,0.0384857529069959,0,0
"Gebiley","31",2015,7,134170,109742,156202,27583,22083,32578,27505,0,0,0
"Hargeysa","31",2015,7,1027623,836741,1372930,203497,163571,274086,210663,0.0458260402385676,0,0
"Hobyo","31",2015,7,101517,27221,155966,23648,6297,37009,20811,0.101365662718384,0,0
"Iskushuban","31",2015,7,72960,59960,102908,19303,15517,27723,14957,0,0,0
"Jalalaqsi","31",2015,7,92929,41807,151083,22564,9889,37765,19050,0.0620222687292139,0,0
"Jamaame","31",2015,7,151004,100500,187633,36682,23676,46815,30956,0.0714914364094295,0,0
"Jariiban","31",2015,7,92529,55040,124403,24000,13975,32772,18968,0.00109343191831161,0,0
"Jilib","31",2015,7,157936,129374,179444,38359,30553,45160,32377,0.0457587317144248,0,0
"Jowhar","31",2015,7,298112,183835,397841,71897,40159,104389,61113,0.147236632875441,0,0
"Kismaayo","31",2015,7,176809,134182,234744,40032,30192,53875,36246,0.0597523431029201,0,0
"Kurtunwaarey","31",2015,7,209426,100907,294243,50924,23817,72164,42932,0.00567824084160452,0,0
"Laas Caanood","31",2015,7,157423,108204,261782,39433,26857,66692,32272,0.0218582608380016,0,0
"Laasqoray","31",2015,7,200700,52908,381485,44782,11495,87804,41144,0.00041496134882206,0,0
"Lughaye","31",2015,7,72257,48811,103486,15781,10395,23304,14813,0.0779553538311116,0,0
"Luuq","31",2015,7,88566,71529,101513,23109,18289,26938,18156,0.235074010087751,0,0
"Marka","31",2015,7,353727,203547,608426,85953,47932,149089,72514,0.187088106088408,0,0
"Owdweyne","31",2015,7,90267,58632,131616,17386,10874,25972,18505,0,0,0
"Qandala","31",2015,7,135701,50553,459231,34212,12381,119273,27819,0,0,0
"Qansax Dheere","31",2015,7,117481,61670,165187,35845,18759,52191,24084,0.038798924032179,0,0
"Qardho","31",2015,7,161752,87852,262183,42613,22740,70040,33159,0.124382983630577,0,0
"Qoryooley","31",2015,7,270120,208868,316658,65608,49506,78207,55375,0.037242411764982,0,0
"Rab Dhuure","31",2015,7,56696,38648,84570,13760,9107,20814,11623,0,0,0
"Saakow","31",2015,7,107781,81209,143684,26224,19144,35353,22095,0.0884747955704913,0,0
"Sablaale","31",2015,7,58602,24067,84171,14222,5670,20649,12013,0.0319709120578439,0,0
"Sheikh","31",2015,7,78223,54823,105027,15260,10044,21635,16036,0,0,0
"Taleex","31",2015,7,78080,36692,143593,17526,7648,33985,16006,0,0,0
"Tayeeglow","31",2015,7,94122,75624,111774,22874,17871,27966,19295,0.0977219662573633,0,0
"Waajid","31",2015,7,91970,79358,100612,34208,29064,37769,18854,0.102421732230207,0,0
"Wanla Weyn","31",2015,7,209226,116025,300740,61779,33075,91085,42891,0.126420114000563,0,0
"Xarardheere","31",2015,7,82920,51883,154044,20131,12353,38119,16999,0.245753579137123,0,0
"Xudun","31",2015,7,65167,31199,155720,17169,7845,42373,13359,0,0,0
"Xudur","31",2015,7,122334,111783,131231,38094,34199,41225,25078,0.0440702987099715,0,0
"Zeylac","31",2015,7,63840,48907,78986,13893,10330,17729,13087,0.000898751182851903,0,0
"Adan Yabaal","32",2015,8,77487,38843,123956,18801,9181,30736,15885,0,0,0
"Afgooye","32",2015,8,390681,245884,572705,88241,50610,138863,80090,0.103802485906586,0,0
"Afmadow","32",2015,8,159845,64266,262642,38869,15337,65264,32768,0.0753630735592334,0,0
"Baardheere","32",2015,8,158166,124267,182374,40894,31759,47974,32424,0.10147282448835,0,0
"Badhaadhe","32",2015,8,72548,52627,107724,17632,12509,26973,14872,0.0106705510388858,0,0
"Baki","32",2015,8,67733,37333,99610,14621,7805,22222,13885,0,0,0
"Balcad","32",2015,8,193727,146799,218364,45750,33172,55205,39714,0.104681113032957,0,0
"Banadir","32",2015,8,1720436,1447908,2013476,413818,344223,487082,352689,0.22195930298291,0,0
"Bandarbeyla","32",2015,8,29325,15916,49138,7689,4070,13161,6012,0,0,0
"Baraawe","32",2015,8,85379,73831,111525,20744,17512,27739,17503,0.184140655169907,0,0
"Baydhaba","32",2015,8,396941,328086,495716,113349,92578,143112,81373,0.0648794656471392,0,0
"Belet Weyne","32",2015,8,259939,241831,286619,66181,60661,73573,53288,0.137787429789999,0,0
"Belet Xaawo","32",2015,8,85025,77015,90281,18491,16318,20074,17430,0.151110797684872,0,0
"Berbera","32",2015,8,152303,105646,180959,31375,21368,38030,31222,0.00334964395459964,0,0
"Borama","32",2015,8,659089,306268,1568858,138984,63137,337775,135113,0.000149587360293236,0,0
"Bossaso","32",2015,8,386677,114209,617199,95978,28074,154949,79269,0.103758673300662,0,0
"Bu'aale","32",2015,8,96670,80390,112052,23497,19027,28157,19817,0.110099560186246,0,0
"Bulo Burto","32",2015,8,158586,96887,234169,38536,23036,58330,32510,0.0695638168127421,0,0
"Burco","32",2015,8,441642,317579,501207,99899,70930,114800,90537,0.0559559144950988,0,0
"Burtinle","32",2015,8,79721,50105,136547,20377,12519,35498,16343,0,0,0
"Buuhoodle","32",2015,8,66979,51945,86103,15861,11579,21678,13731,0,0,0
"Buur Hakaba","32",2015,8,157060,66473,202745,43095,18349,57081,32197,0.0596828797031743,0,0
"Cabudwaaq","32",2015,8,94676,46767,126530,18654,9105,25819,19409,0.119337475875588,0,0
"Cadaado","32",2015,8,90877,40342,133233,20792,9197,31365,18630,0.208345891669093,0,0
"Cadale","32",2015,8,72378,51843,89340,17588,12308,22399,14837,0.0387740879735805,0,0
"Caluula","32",2015,8,49712,45506,54462,10990,9730,12399,10191,0,0,0
"Caynabo","32",2015,8,73405,60742,109972,17404,13559,26896,15048,0.0236908548296341,0,0
"Ceel Afweyn","32",2015,8,89524,34028,123676,19954,7455,28302,18352,0,0,0
"Ceel Barde","32",2015,8,55697,41512,69586,12564,9142,15882,11418,0.0507300740333101,0,0
"Ceel Buur","32",2015,8,102457,68053,145469,24346,15649,35912,21004,0.326392168237454,0,0
"Ceel Dheer","32",2015,8,104030,84557,115797,25270,20136,28948,21326,0.163006621645273,0,0
"Ceel Waaq","32",2015,8,49280,30565,66980,11978,7242,16670,10102,0.216660280255876,0,0
"Ceerigaabo","32",2015,8,213058,81358,306064,44050,16606,64441,43677,0.00394170578010968,0,0
"Dhuusamarreeb","32",2015,8,130936,77673,159164,28813,17041,35380,26842,0.245136627054287,0,0
"Diinsoor","32",2015,8,143943,110352,179853,41653,31058,52983,29508,0.0190316894408903,0,0
"Doolow","32",2015,8,51633,28747,104337,12101,6636,24613,10585,0.188570313517041,0,0
"Eyl","32",2015,8,80324,47378,128835,21831,12592,35709,16467,0,0,0
"Gaalkacyo","32",2015,8,383544,224719,650914,103480,59929,176958,78626,0.119019663008185,0,0
"Galdogob","32",2015,8,158354,50286,437632,40391,12218,116071,32463,0.000244716458268666,0,0
"Garbahaarey","32",2015,8,117281,79116,180630,28504,18691,44684,24043,0.116952584818446,0,0
"Garoowe","32",2015,8,193270,88492,253642,60580,27400,80467,39620,0.0384841596205346,0,0
"Gebiley","32",2015,8,134389,109921,156457,27628,22119,32632,27550,0,0,0
"Hargeysa","32",2015,8,1029496,838127,1375610,203868,163842,274622,211047,0.0458176689861004,0,0
"Hobyo","32",2015,8,101683,27265,156221,23687,6307,37069,20845,0.101361761025912,0,0
"Iskushuban","32",2015,8,73079,60058,103076,19335,15542,27768,14981,0,0,0
"Jalalaqsi","32",2015,8,93081,41876,151329,22601,9905,37826,19082,0.0620226723869444,0,0
"Jamaame","32",2015,8,151250,100665,187939,36742,23714,46891,31006,0.0714890370563285,0,0
"Jariiban","32",2015,8,92680,55130,124606,24039,13997,32826,18999,0.00109188807202869,0,0
"Jilib","32",2015,8,158194,129586,179737,38422,30602,45234,32430,0.0457589362653773,0,0
"Jowhar","32",2015,8,298598,184135,398491,72014,40225,104559,61213,0.147236516951804,0,0
"Kismaayo","32",2015,8,177677,135432,235378,40228,30473,54020,36424,0.0595311610738376,0,0
"Kurtunwaarey","32",2015,8,209768,101072,294723,51007,23856,72282,43003,0.00567781621763041,0,0
"Laas Caanood","32",2015,8,157680,108380,262210,39497,26901,66801,32324,0.0218586532507624,0,0
"Laasqoray","32",2015,8,201028,52995,382108,44855,11514,87947,41211,0.000414322300932229,0,0
"Lughaye","32",2015,8,72375,48890,103655,15806,10412,23342,14837,0.0779545425893018,0,0
"Luuq","32",2015,8,88714,71647,101683,23147,18319,26983,18186,0.2350634284474,0,0
"Marka","32",2015,8,354304,203879,609419,86094,48010,149333,72632,0.187088002569294,0,0
"Owdweyne","32",2015,8,90414,58728,131831,17414,10891,26015,18535,0,0,0
"Qandala","32",2015,8,135923,50636,459981,34268,12401,119467,27864,0,0,0
"Qansax Dheere","32",2015,8,117673,61770,165457,35904,18790,52276,24123,0.0387970451465772,0,0
"Qardho","32",2015,8,162016,87995,262612,42682,22777,70154,33213,0.124383082935301,0,0
"Qoryooley","32",2015,8,270561,209210,317176,65715,49587,78335,55465,0.0372425793178094,0,0
"Rab Dhuure","32",2015,8,56788,38711,84708,13782,9122,20848,11642,0,0,0
"Saakow","32",2015,8,107957,81341,143918,26267,19176,35411,22131,0.0884707177792517,0,0
"Sablaale","32",2015,8,58698,24106,84309,14245,5679,20683,12033,0.0319825757424025,0,0
"Sheikh","32",2015,8,78351,54912,105198,15284,10060,21670,16062,0,0,0
"Taleex","32",2015,8,78207,36752,143828,17554,7661,34040,16032,0,0,0
"Tayeeglow","32",2015,8,94276,75747,111957,22911,17900,28012,19326,0.0977226243291603,0,0
"Waajid","32",2015,8,92120,79488,100776,34264,29112,37831,18885,0.102421165012752,0,0
"Wanla Weyn","32",2015,8,209568,116214,301231,61880,33128,91234,42961,0.126420368173603,0,0
"Xarardheere","32",2015,8,83055,51967,154296,20164,12373,38181,17026,0.245757593769962,0,0
"Xudun","32",2015,8,65273,31249,155974,17197,7858,42442,13381,0,0,0
"Xudur","32",2015,8,122533,111965,131445,38156,34255,41292,25119,0.0440747888053088,0,0
"Zeylac","32",2015,8,63944,48987,79115,13916,10347,17758,13109,0.000897633379339279,0,0
"Adan Yabaal","33",2015,9,77613,38907,124158,18832,9196,30786,15911,0,0,0
"Afgooye","33",2015,9,391326,246292,573647,88387,50694,139091,80222,0.103800822363086,0,0
"Afmadow","33",2015,9,160107,64371,263072,38933,15362,65370,32822,0.0753631937634153,0,0
"Baardheere","33",2015,9,158424,124470,182672,40961,31811,48053,32477,0.101470977027315,0,0
"Badhaadhe","33",2015,9,72666,52712,107900,17661,12530,27017,14897,0.0106727983097199,0,0
"Baki","33",2015,9,67844,37394,99773,14645,7818,22259,13908,0,0,0
"Balcad","33",2015,9,194043,147039,218721,45825,33226,55295,39779,0.104680143550129,0,0
"Banadir","33",2015,9,1723444,1450455,2016985,414542,344828,487931,353306,0.221933609586498,0,0
"Bandarbeyla","33",2015,9,29373,15942,49219,7702,4077,13182,6022,0,0,0
"Baraawe","33",2015,9,85518,73952,111707,20777,17540,27784,17531,0.184140813880459,0,0
"Baydhaba","33",2015,9,397640,328670,496573,113549,92743,143360,81516,0.0648716118867177,0,0
"Belet Weyne","33",2015,9,260364,242226,287087,66289,60760,73693,53375,0.137787628372934,0,0
"Belet Xaawo","33",2015,9,85164,77141,90429,18521,16344,20107,17459,0.151110744192559,0,0
"Berbera","33",2015,9,152552,105818,181255,31426,21403,38092,31273,0.0033476540754091,0,0
"Borama","33",2015,9,660166,306769,1571420,139211,63240,338327,135334,0.000149634045954479,0,0
"Bossaso","33",2015,9,387328,114418,618229,96140,28125,155207,79402,0.103750920382602,0,0
"Bu'aale","33",2015,9,96828,80521,112235,23536,19058,28203,19850,0.110101210413869,0,0
"Bulo Burto","33",2015,9,158845,97045,234552,38599,23074,58425,32563,0.0695638879375916,0,0
"Burco","33",2015,9,442364,318098,502025,100062,71046,114988,90685,0.0559555155484222,0,0
"Burtinle","33",2015,9,79851,50186,136770,20410,12539,35556,16369,0,0,0
